GENDER,AGE_GRP,MARR_STTS,JOB_NM,INCOME,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,MONTH,SEASON,HOW_LONG,TRAVELER_ID,cluster,cluster_name
남,20,1,3,4,3,6,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,2,h001160,4,느슨하게 떠나는 듀오 무드러
여,20,1,3,5,1,3,서울특별시,제주,3인 이상 여행(가족 외),3,2,6,summer,3,h001270,4,느슨하게 떠나는 듀오 무드러
여,30,1,4,3,4,1,서울특별시,제주,나홀로 여행,1,0,5,spring,3,h000080,4,느슨하게 떠나는 듀오 무드러
여,50,2,4,4,1,1,세종특별자치시,제주,3대 동반 여행(친척 포함),3,3,7,summer,3,h000616,7,패밀리 무드 ON 스탠다드러
여,30,1,2,5,5,4,전라북도,제주,2인 여행(가족 외),2,1,7,summer,4,h001078,4,느슨하게 떠나는 듀오 무드러
남,40,2,1,8,1,2,제주특별자치도,제주,3인 이상 여행(가족 외),1,2,7,summer,2,h001865,5,차분템포 자연수집 패밀리
여,20,1,4,4,1,2,부산광역시,제주,2인 여행(가족 외),6,1,6,summer,5,h000852,4,느슨하게 떠나는 듀오 무드러
남,30,1,3,3,3,4,충청남도,제주,나홀로 여행,1,0,6,summer,4,h000724,4,느슨하게 떠나는 듀오 무드러
여,30,1,3,5,1,6,인천광역시,제주,2인 여행(가족 외),2,1,5,spring,3,h000124,4,느슨하게 떠나는 듀오 무드러
여,20,1,3,4,4,3,서울특별시,제주,나홀로 여행,2,0,5,spring,4,h000113,4,느슨하게 떠나는 듀오 무드러
남,20,1,3,3,1,3,경상남도,제주,2인 여행(가족 외),2,1,5,spring,5,h000172,6,뉴트럴바이브 듀오 스테이러
남,50,2,2,7,4,2,경기도,제주,3대 동반 여행(친척 포함),3,4,7,summer,5,h002113,5,차분템포 자연수집 패밀리
여,30,2,3,5,5,3,제주특별자치도,제주,2인 가족 여행,2,1,6,summer,3,h001131,4,느슨하게 떠나는 듀오 무드러
여,50,1,3,5,6,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,3,h001372,2,탐험 ON한 듀오 트래블러
여,40,2,2,4,4,3,경기도,제주,3인 이상 여행(가족 외),2,3,7,summer,4,h002006,7,패밀리 무드 ON 스탠다드러
남,30,2,3,3,1,2,제주특별자치도,제주,나홀로 여행,2,0,6,summer,1,h001245,3,솔로감성 잠깐 리프레시러
남,20,1,12,1,2,4,전라남도,제주,2인 여행(가족 외),2,1,6,summer,4,h001054,6,뉴트럴바이브 듀오 스테이러
여,60,2,1,3,2,2,제주특별자치도,제주,2인 여행(가족 외),1,1,7,summer,3,h001705,4,느슨하게 떠나는 듀오 무드러
여,40,2,3,4,1,1,서울특별시,제주,나홀로 여행,4,0,7,summer,3,h001935,4,느슨하게 떠나는 듀오 무드러
남,20,1,12,2,4,2,경기도,제주,3인 이상 여행(가족 외),3,3,7,summer,5,h002099,7,패밀리 무드 ON 스탠다드러
여,20,1,12,2,6,5,서울특별시,제주,3인 이상 여행(가족 외),2,2,6,summer,4,h001255,2,탐험 ON한 듀오 트래블러
여,50,2,3,5,2,2,경상남도,제주,2인 여행(가족 외),1,1,6,summer,3,h000763,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,3,4,5,광주광역시,제주,3인 이상 여행(가족 외),1,2,7,summer,3,h001695,6,뉴트럴바이브 듀오 스테이러
남,30,1,12,2,4,2,강원도,제주,2인 여행(가족 외),3,1,6,summer,4,h001481,6,뉴트럴바이브 듀오 스테이러
남,20,1,3,4,4,1,전라북도,제주,2인 여행(가족 외),2,1,7,summer,3,h001955,6,뉴트럴바이브 듀오 스테이러
여,30,1,2,1,1,6,강원도,제주,3인 이상 여행(가족 외),10,3,6,summer,4,h001326,7,패밀리 무드 ON 스탠다드러
여,20,1,2,3,1,1,대구광역시,제주,2인 가족 여행,1,1,6,summer,3,h001252,6,뉴트럴바이브 듀오 스테이러
남,50,2,4,7,1,1,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,3,h001124,5,차분템포 자연수집 패밀리
남,40,2,2,6,2,2,제주특별자치도,제주,자녀 동반 여행,7,3,7,summer,1,h000799,1,자연집중 번개여행 패밀리
여,50,2,1,6,5,1,서울특별시,제주,자녀 동반 여행,2,2,6,summer,4,h000898,5,차분템포 자연수집 패밀리
여,30,1,2,4,3,4,부산광역시,제주,나홀로 여행,1,0,7,summer,5,h001663,4,느슨하게 떠나는 듀오 무드러
여,20,1,13,5,1,5,서울특별시,제주,나홀로 여행,1,0,5,spring,3,h000076,4,느슨하게 떠나는 듀오 무드러
여,30,1,2,4,1,1,인천광역시,제주,2인 여행(가족 외),10,1,6,summer,3,h000723,4,느슨하게 떠나는 듀오 무드러
여,20,1,2,4,2,1,경기도,제주,부모 동반 여행,2,2,8,summer,4,h002129,6,뉴트럴바이브 듀오 스테이러
여,50,4,2,4,1,1,광주광역시,제주,2인 여행(가족 외),3,1,6,summer,3,h000597,4,느슨하게 떠나는 듀오 무드러
남,20,1,10,2,4,5,경기도,제주,나홀로 여행,4,0,7,summer,4,h001914,6,뉴트럴바이브 듀오 스테이러
여,40,2,11,1,4,1,충청남도,제주,2인 가족 여행,3,1,6,summer,4,h001293,6,뉴트럴바이브 듀오 스테이러
여,20,1,5,4,2,3,경기도,제주,나홀로 여행,1,0,6,summer,3,h001218,4,느슨하게 떠나는 듀오 무드러
남,30,1,12,2,5,6,경상남도,제주,2인 여행(가족 외),2,1,6,summer,4,h000627,6,뉴트럴바이브 듀오 스테이러
여,20,1,2,4,1,1,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,5,h001404,4,느슨하게 떠나는 듀오 무드러
남,30,1,13,3,1,7,경기도,제주,나홀로 여행,5,0,5,spring,3,h000073,4,느슨하게 떠나는 듀오 무드러
남,40,2,2,6,1,3,제주특별자치도,제주,2인 가족 여행,1,1,6,summer,1,h001287,1,자연집중 번개여행 패밀리
남,20,1,12,1,5,1,부산광역시,제주,2인 여행(가족 외),3,1,7,summer,3,h002140,6,뉴트럴바이브 듀오 스테이러
남,40,2,7,6,5,3,충청남도,제주,3대 동반 여행(친척 포함),3,6,7,summer,5,h002027,0,자연에 진심인 힐링패밀리
여,40,1,2,4,2,5,서울특별시,제주,나홀로 여행,7,0,6,summer,5,h001668,4,느슨하게 떠나는 듀오 무드러
여,50,2,1,5,1,1,제주특별자치도,제주,3인 이상 여행(가족 외),3,2,6,summer,2,h000150,1,자연집중 번개여행 패밀리
여,20,1,12,1,2,6,경상북도,제주,나홀로 여행,1,0,7,summer,3,h002014,6,뉴트럴바이브 듀오 스테이러
여,20,1,3,4,1,6,대구광역시,제주,나홀로 여행,5,0,6,summer,4,h000194,4,느슨하게 떠나는 듀오 무드러
남,40,1,13,5,1,2,서울특별시,제주,2인 여행(가족 외),1,1,7,summer,3,h002046,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,1,2,1,제주특별자치도,제주,2인 여행(가족 외),2,1,7,summer,2,h001240,6,뉴트럴바이브 듀오 스테이러
남,30,2,2,5,2,6,경상남도,제주,2인 가족 여행,9,1,6,summer,3,h001292,4,느슨하게 떠나는 듀오 무드러
여,50,2,2,4,2,1,서울특별시,제주,2인 가족 여행,2,1,5,spring,4,h000069,4,느슨하게 떠나는 듀오 무드러
여,50,2,11,2,5,4,경기도,제주,자녀 동반 여행,2,2,6,summer,5,h001182,7,패밀리 무드 ON 스탠다드러
여,40,2,11,2,3,4,경기도,제주,3대 동반 여행(친척 포함),9,7,6,summer,3,h000475,0,자연에 진심인 힐링패밀리
여,40,2,3,3,10,2,서울특별시,제주,3인 이상 여행(가족 외),2,2,6,summer,3,h000008,2,탐험 ON한 듀오 트래블러
남,40,1,3,4,4,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,3,h001392,4,느슨하게 떠나는 듀오 무드러
여,40,2,3,4,5,2,경기도,제주,자녀 동반 여행,1,10,6,summer,4,h001230,0,자연에 진심인 힐링패밀리
여,20,1,12,2,4,1,대전광역시,제주,2인 여행(가족 외),2,1,6,summer,3,h001314,6,뉴트럴바이브 듀오 스테이러
남,50,2,1,7,1,1,서울특별시,제주,3인 이상 여행(가족 외),3,3,6,summer,4,h000158,5,차분템포 자연수집 패밀리
남,20,1,12,2,2,1,부산광역시,제주,2인 가족 여행,7,1,7,summer,3,h001478,6,뉴트럴바이브 듀오 스테이러
여,30,1,3,7,4,2,서울특별시,제주,나홀로 여행,4,0,6,summer,4,h000549,4,느슨하게 떠나는 듀오 무드러
남,30,2,7,4,1,6,제주특별자치도,제주,자녀 동반 여행,2,3,7,summer,3,h002119,7,패밀리 무드 ON 스탠다드러
남,30,1,2,5,8,1,서울특별시,제주,나홀로 여행,4,0,5,spring,3,h000055,2,탐험 ON한 듀오 트래블러
여,20,1,12,1,1,1,제주특별자치도,제주,3인 이상 여행(가족 외),2,2,7,summer,2,h002048,6,뉴트럴바이브 듀오 스테이러
남,40,2,1,7,1,1,제주특별자치도,제주,나홀로 여행,1,0,5,spring,2,h000062,3,솔로감성 잠깐 리프레시러
여,40,1,8,6,3,3,충청북도,제주,나홀로 여행,2,0,6,summer,4,h000921,4,느슨하게 떠나는 듀오 무드러
남,30,1,12,2,1,5,경기도,제주,2인 여행(가족 외),2,1,6,summer,3,h001102,6,뉴트럴바이브 듀오 스테이러
여,40,1,3,4,2,2,대전광역시,제주,2인 여행(가족 외),1,1,7,summer,2,h001820,4,느슨하게 떠나는 듀오 무드러
여,20,1,4,4,2,4,제주특별자치도,제주,3인 이상 여행(가족 외),2,3,6,summer,2,h000861,1,자연집중 번개여행 패밀리
여,20,1,3,4,2,2,서울특별시,제주,3인 이상 여행(가족 외),1,3,7,summer,5,h001570,7,패밀리 무드 ON 스탠다드러
여,20,1,2,4,1,3,경기도,제주,2인 여행(가족 외),1,1,6,summer,4,h000805,4,느슨하게 떠나는 듀오 무드러
여,50,2,3,3,1,1,울산광역시,제주,2인 여행(가족 외),2,1,6,summer,4,h000609,6,뉴트럴바이브 듀오 스테이러
여,30,1,3,4,4,2,울산광역시,제주,나홀로 여행,2,0,6,summer,5,h000353,4,느슨하게 떠나는 듀오 무드러
여,30,1,12,1,2,1,부산광역시,제주,2인 여행(가족 외),1,1,7,summer,3,h001789,6,뉴트럴바이브 듀오 스테이러
남,30,1,4,4,1,4,제주특별자치도,제주,나홀로 여행,5,0,6,summer,2,h000881,3,솔로감성 잠깐 리프레시러
여,30,1,12,2,4,3,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,4,h001306,6,뉴트럴바이브 듀오 스테이러
남,20,1,12,1,2,4,경기도,제주,부모 동반 여행,3,3,6,summer,3,h001737,7,패밀리 무드 ON 스탠다드러
여,30,1,3,6,4,2,경기도,제주,나홀로 여행,2,0,6,summer,8,h000074,4,느슨하게 떠나는 듀오 무드러
여,30,1,3,4,4,1,충청북도,제주,2인 여행(가족 외),1,1,6,summer,6,h001434,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,2,1,4,서울특별시,제주,3인 이상 여행(가족 외),5,4,7,summer,2,h001279,7,패밀리 무드 ON 스탠다드러
여,20,1,3,5,2,6,제주특별자치도,제주,나홀로 여행,1,0,5,spring,3,h000034,4,느슨하게 떠나는 듀오 무드러
남,40,1,9,5,4,1,전라북도,제주,나홀로 여행,1,0,8,summer,3,h002165,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,2,3,3,부산광역시,제주,3인 이상 여행(가족 외),10,2,5,spring,3,h000312,6,뉴트럴바이브 듀오 스테이러
남,20,1,12,2,5,1,경상남도,제주,2인 여행(가족 외),2,1,6,summer,4,h001574,6,뉴트럴바이브 듀오 스테이러
여,30,2,3,6,1,1,서울특별시,제주,자녀 동반 여행,1,3,5,spring,4,h000058,7,패밀리 무드 ON 스탠다드러
여,20,1,2,6,1,4,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,3,h000601,4,느슨하게 떠나는 듀오 무드러
남,50,2,2,9,6,2,경기도,제주,나홀로 여행,1,0,5,spring,5,h000130,5,차분템포 자연수집 패밀리
여,40,2,3,4,2,4,부산광역시,제주,2인 가족 여행,3,1,6,summer,4,h000652,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,2,2,3,부산광역시,제주,2인 여행(가족 외),1,1,6,summer,4,h001236,6,뉴트럴바이브 듀오 스테이러
남,30,2,2,4,1,3,서울특별시,제주,자녀 동반 여행,1,3,7,summer,2,h001336,1,자연집중 번개여행 패밀리
여,20,1,13,2,2,4,부산광역시,제주,나홀로 여행,2,0,6,summer,3,h001354,6,뉴트럴바이브 듀오 스테이러
여,30,1,12,1,3,3,강원도,제주,2인 가족 여행,7,1,7,summer,5,h001731,6,뉴트럴바이브 듀오 스테이러
여,50,2,11,4,3,1,서울특별시,제주,나홀로 여행,7,0,5,spring,3,h000095,4,느슨하게 떠나는 듀오 무드러
여,40,2,2,5,1,1,부산광역시,제주,3인 이상 여행(가족 외),3,2,7,summer,6,h001910,7,패밀리 무드 ON 스탠다드러
남,40,1,6,3,3,2,충청남도,제주,2인 여행(가족 외),3,1,7,summer,5,h002208,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,3,3,4,인천광역시,제주,부모 동반 여행,7,2,7,summer,3,h001234,6,뉴트럴바이브 듀오 스테이러
여,20,1,3,5,1,1,인천광역시,제주,2인 여행(가족 외),5,1,6,summer,3,h000705,4,느슨하게 떠나는 듀오 무드러
남,50,2,2,7,2,2,경기도,제주,부모 동반 여행,9,5,6,summer,5,h000097,0,자연에 진심인 힐링패밀리
여,50,2,11,1,5,5,전라남도,제주,자녀 동반 여행,3,4,6,summer,3,h000855,7,패밀리 무드 ON 스탠다드러
여,20,1,12,2,4,3,대구광역시,제주,나홀로 여행,2,0,6,summer,4,h001187,6,뉴트럴바이브 듀오 스테이러
남,40,1,2,6,2,3,광주광역시,제주,2인 여행(가족 외),2,1,6,summer,4,h000917,4,느슨하게 떠나는 듀오 무드러
여,30,1,3,10,1,2,제주특별자치도,제주,나홀로 여행,1,0,7,summer,1,h001616,5,차분템포 자연수집 패밀리
여,30,1,2,1,2,4,경기도,제주,부모 동반 여행,9,3,6,summer,3,h001210,7,패밀리 무드 ON 스탠다드러
여,40,2,2,6,1,1,대구광역시,제주,자녀 동반 여행,3,6,6,summer,4,h000321,0,자연에 진심인 힐링패밀리
여,30,1,2,4,1,3,제주특별자치도,제주,나홀로 여행,2,0,6,summer,3,h001329,4,느슨하게 떠나는 듀오 무드러
남,50,2,4,5,4,2,경상북도,제주,2인 여행(가족 외),2,1,6,summer,3,h000583,4,느슨하게 떠나는 듀오 무드러
남,40,2,3,6,5,1,서울특별시,제주,2인 가족 여행,3,1,5,spring,3,h000138,4,느슨하게 떠나는 듀오 무드러
남,20,1,3,1,2,2,경기도,제주,나홀로 여행,7,0,6,summer,3,h000518,6,뉴트럴바이브 듀오 스테이러
여,40,1,4,6,3,6,제주특별자치도,제주,부모 동반 여행,1,1,6,summer,1,h000722,3,솔로감성 잠깐 리프레시러
남,30,2,2,6,1,4,인천광역시,제주,자녀 동반 여행,3,2,7,summer,3,h001976,5,차분템포 자연수집 패밀리
여,60,1,2,4,2,3,서울특별시,제주,자녀 동반 여행,1,2,6,summer,3,h001280,4,느슨하게 떠나는 듀오 무드러
남,20,1,3,5,1,4,대전광역시,제주,3인 이상 여행(가족 외),9,4,5,spring,4,h000098,7,패밀리 무드 ON 스탠다드러
여,30,1,3,4,3,1,대전광역시,제주,2인 여행(가족 외),3,1,6,summer,5,h000103,4,느슨하게 떠나는 듀오 무드러
남,20,1,2,4,6,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,3,h000461,2,탐험 ON한 듀오 트래블러
여,20,1,2,4,10,3,경상남도,제주,2인 여행(가족 외),2,1,6,summer,3,h000653,2,탐험 ON한 듀오 트래블러
남,20,1,3,4,4,2,서울특별시,제주,2인 여행(가족 외),3,1,7,summer,3,h001873,4,느슨하게 떠나는 듀오 무드러
남,20,1,2,4,2,2,대전광역시,제주,나홀로 여행,7,0,6,summer,5,h001467,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,1,4,5,경상북도,제주,2인 여행(가족 외),5,1,7,summer,3,h001247,6,뉴트럴바이브 듀오 스테이러
여,50,2,4,4,2,1,서울특별시,제주,3인 이상 가족 여행(친척 포함),1,4,5,spring,4,h000176,7,패밀리 무드 ON 스탠다드러
남,30,1,1,12,1,4,충청남도,제주,나홀로 여행,2,0,6,summer,4,h001079,5,차분템포 자연수집 패밀리
남,30,1,3,4,1,1,경기도,제주,2인 여행(가족 외),3,1,6,summer,2,h000498,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,2,1,4,부산광역시,제주,나홀로 여행,4,0,6,summer,6,h000857,6,뉴트럴바이브 듀오 스테이러
남,20,1,3,5,4,3,경기도,제주,나홀로 여행,2,0,8,summer,3,h002145,4,느슨하게 떠나는 듀오 무드러
여,40,1,3,4,4,6,서울특별시,제주,2인 여행(가족 외),6,1,6,summer,4,h000667,4,느슨하게 떠나는 듀오 무드러
여,40,1,4,4,1,3,제주특별자치도,제주,2인 가족 여행,2,1,6,summer,3,h000590,4,느슨하게 떠나는 듀오 무드러
남,20,1,12,1,3,4,세종특별자치시,제주,2인 여행(가족 외),1,1,7,summer,3,h002130,6,뉴트럴바이브 듀오 스테이러
남,20,1,4,3,6,2,전라남도,제주,2인 여행(가족 외),1,1,6,summer,2,h001537,2,탐험 ON한 듀오 트래블러
여,40,1,2,7,3,4,인천광역시,제주,나홀로 여행,4,0,7,summer,4,h001320,5,차분템포 자연수집 패밀리
여,50,2,3,3,3,1,인천광역시,제주,2인 가족 여행,2,1,6,summer,5,h000719,6,뉴트럴바이브 듀오 스테이러
여,30,2,11,1,1,3,경상남도,제주,3대 동반 여행(친척 포함),3,4,6,summer,3,h000819,7,패밀리 무드 ON 스탠다드러
여,50,2,2,2,3,5,대전광역시,제주,3대 동반 여행(친척 포함),5,3,5,spring,4,h000047,7,패밀리 무드 ON 스탠다드러
여,40,2,2,1,1,4,인천광역시,제주,3인 이상 여행(가족 외),3,2,5,spring,5,h000304,7,패밀리 무드 ON 스탠다드러
여,40,2,3,1,1,1,제주특별자치도,제주,자녀 동반 여행,3,3,7,summer,2,h001519,7,패밀리 무드 ON 스탠다드러
남,20,1,1,4,2,2,인천광역시,제주,나홀로 여행,5,0,7,summer,3,h001436,4,느슨하게 떠나는 듀오 무드러
여,20,1,4,2,1,4,제주특별자치도,제주,3인 이상 여행(가족 외),1,3,6,summer,3,h001101,7,패밀리 무드 ON 스탠다드러
여,20,1,12,1,2,4,서울특별시,제주,3인 이상 여행(가족 외),3,3,7,summer,4,h001796,7,패밀리 무드 ON 스탠다드러
여,40,1,13,3,1,1,제주특별자치도,제주,2인 여행(가족 외),4,1,7,summer,3,h001883,6,뉴트럴바이브 듀오 스테이러
여,20,2,4,4,2,1,제주특별자치도,제주,2인 가족 여행,2,1,7,summer,1,h001533,1,자연집중 번개여행 패밀리
여,30,1,2,6,5,1,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,6,h001620,4,느슨하게 떠나는 듀오 무드러
여,50,1,3,3,2,6,제주특별자치도,제주,2인 여행(가족 외),2,1,6,summer,2,h000904,3,솔로감성 잠깐 리프레시러
여,40,2,3,4,1,1,광주광역시,제주,자녀 동반 여행,1,2,6,summer,3,h001038,7,패밀리 무드 ON 스탠다드러
여,20,1,2,5,4,2,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,5,h001693,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,2,1,3,서울특별시,제주,나홀로 여행,6,0,6,summer,4,h000890,6,뉴트럴바이브 듀오 스테이러
여,30,2,2,1,4,4,서울특별시,제주,자녀 동반 여행,3,3,5,spring,5,h000155,7,패밀리 무드 ON 스탠다드러
여,50,1,2,7,1,3,대구광역시,제주,2인 여행(가족 외),1,1,6,summer,4,h000491,4,느슨하게 떠나는 듀오 무드러
남,50,2,3,8,1,4,서울특별시,제주,자녀 동반 여행,2,2,7,summer,4,h002195,5,차분템포 자연수집 패밀리
남,20,2,3,5,4,2,서울특별시,제주,2인 가족 여행,5,1,6,summer,3,h001129,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,2,4,6,경기도,제주,부모 동반 여행,2,3,6,summer,3,h001458,7,패밀리 무드 ON 스탠다드러
남,30,1,8,6,1,4,경기도,제주,2인 여행(가족 외),3,1,7,summer,3,h000886,4,느슨하게 떠나는 듀오 무드러
남,20,1,2,4,1,2,경기도,제주,2인 여행(가족 외),3,1,7,summer,4,h000648,4,느슨하게 떠나는 듀오 무드러
여,30,2,11,1,5,3,경기도,제주,자녀 동반 여행,9,3,6,summer,3,h001260,7,패밀리 무드 ON 스탠다드러
여,40,2,3,3,2,2,부산광역시,제주,2인 여행(가족 외),2,1,6,summer,3,h001261,4,느슨하게 떠나는 듀오 무드러
남,40,2,3,5,1,3,서울특별시,제주,2인 가족 여행,6,1,5,spring,3,h000009,4,느슨하게 떠나는 듀오 무드러
남,40,2,3,4,1,6,인천광역시,제주,3대 동반 여행(친척 포함),1,3,7,summer,4,h001850,7,패밀리 무드 ON 스탠다드러
여,30,2,2,4,1,4,경기도,제주,나홀로 여행,2,0,6,summer,4,h000123,4,느슨하게 떠나는 듀오 무드러
남,30,1,3,3,3,2,서울특별시,제주,나홀로 여행,7,0,7,summer,3,h002125,4,느슨하게 떠나는 듀오 무드러
여,30,1,3,6,1,1,전라북도,제주,2인 가족 여행,2,1,7,summer,4,h001443,4,느슨하게 떠나는 듀오 무드러
여,20,1,13,4,1,2,경기도,제주,2인 여행(가족 외),7,1,7,summer,3,h001863,4,느슨하게 떠나는 듀오 무드러
여,30,1,12,2,3,2,세종특별자치시,제주,2인 여행(가족 외),2,1,7,summer,3,h001196,6,뉴트럴바이브 듀오 스테이러
여,50,2,2,6,1,2,서울특별시,제주,자녀 동반 여행,1,3,6,summer,4,h000346,5,차분템포 자연수집 패밀리
남,20,1,4,4,1,1,경기도,제주,2인 여행(가족 외),2,1,7,summer,5,h001453,6,뉴트럴바이브 듀오 스테이러
여,20,1,12,3,6,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,5,h001662,2,탐험 ON한 듀오 트래블러
남,20,1,12,2,4,2,서울특별시,제주,3인 이상 여행(가족 외),2,3,6,summer,4,h000620,7,패밀리 무드 ON 스탠다드러
남,50,2,8,6,1,1,부산광역시,제주,2인 여행(가족 외),1,1,5,spring,3,h000314,4,느슨하게 떠나는 듀오 무드러
남,20,1,3,5,10,3,충청북도,제주,2인 여행(가족 외),2,1,7,summer,3,h002028,2,탐험 ON한 듀오 트래블러
남,40,1,4,1,1,4,부산광역시,제주,2인 여행(가족 외),4,1,5,spring,3,h000065,6,뉴트럴바이브 듀오 스테이러
남,20,1,12,3,1,4,인천광역시,제주,2인 여행(가족 외),2,1,7,summer,3,h001794,6,뉴트럴바이브 듀오 스테이러
남,30,1,12,1,2,5,경기도,제주,3인 이상 여행(가족 외),3,5,8,summer,3,h002132,7,패밀리 무드 ON 스탠다드러
여,30,1,3,4,3,4,경상남도,제주,2인 여행(가족 외),3,1,7,summer,4,h002083,4,느슨하게 떠나는 듀오 무드러
남,30,2,4,9,1,4,경기도,제주,나홀로 여행,2,0,6,summer,2,h001172,5,차분템포 자연수집 패밀리
여,30,1,2,4,2,1,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,3,h000456,4,느슨하게 떠나는 듀오 무드러
남,40,1,4,4,10,4,경기도,제주,나홀로 여행,1,0,6,summer,4,h000691,2,탐험 ON한 듀오 트래블러
남,40,1,3,4,1,3,경상북도,제주,2인 여행(가족 외),3,1,7,summer,4,h001860,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,1,2,6,충청남도,제주,2인 여행(가족 외),2,1,7,summer,4,h001797,6,뉴트럴바이브 듀오 스테이러
남,20,2,11,2,2,1,부산광역시,제주,3인 이상 여행(가족 외),3,5,6,summer,3,h001152,0,자연에 진심인 힐링패밀리
여,50,2,3,4,2,3,경기도,제주,자녀 동반 여행,3,3,6,summer,4,h001492,7,패밀리 무드 ON 스탠다드러
남,50,2,13,5,2,2,제주특별자치도,제주,2인 가족 여행,1,1,5,spring,1,h000323,3,솔로감성 잠깐 리프레시러
남,20,1,12,3,6,7,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,4,h001096,2,탐험 ON한 듀오 트래블러
여,50,2,11,1,3,4,제주특별자치도,제주,나홀로 여행,1,0,6,summer,1,h000717,3,솔로감성 잠깐 리프레시러
여,30,1,12,2,4,3,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,4,h001719,6,뉴트럴바이브 듀오 스테이러
여,30,1,2,6,5,3,서울특별시,제주,나홀로 여행,7,0,7,summer,3,h002246,4,느슨하게 떠나는 듀오 무드러
남,40,4,4,8,3,4,경기도,제주,자녀 동반 여행,3,1,6,summer,4,h000344,5,차분템포 자연수집 패밀리
여,30,1,12,1,2,4,경기도,제주,2인 여행(가족 외),4,1,6,summer,8,h000534,6,뉴트럴바이브 듀오 스테이러
남,30,1,3,5,6,4,충청북도,제주,2인 여행(가족 외),2,1,6,summer,4,h001415,2,탐험 ON한 듀오 트래블러
여,40,2,7,4,1,3,제주특별자치도,제주,자녀 동반 여행,2,3,6,summer,1,h000487,1,자연집중 번개여행 패밀리
여,40,1,3,4,1,4,제주특별자치도,제주,2인 가족 여행,1,1,7,summer,1,h001703,3,솔로감성 잠깐 리프레시러
여,30,2,2,6,1,5,제주특별자치도,제주,자녀 동반 여행,3,3,6,summer,2,h001203,1,자연집중 번개여행 패밀리
여,30,2,3,1,1,4,서울특별시,제주,자녀 동반 여행,3,3,5,spring,5,h000043,7,패밀리 무드 ON 스탠다드러
남,20,1,12,1,1,4,세종특별자치시,제주,나홀로 여행,4,0,7,summer,3,h001596,6,뉴트럴바이브 듀오 스테이러
남,30,1,4,4,2,4,경기도,제주,2인 여행(가족 외),2,1,6,summer,4,h001275,4,느슨하게 떠나는 듀오 무드러
남,50,2,1,11,2,2,경기도,제주,2인 가족 여행,1,1,7,summer,3,h001482,5,차분템포 자연수집 패밀리
여,20,2,3,4,5,4,서울특별시,제주,2인 가족 여행,2,1,7,summer,3,h001494,2,탐험 ON한 듀오 트래블러
남,30,1,3,6,1,4,경기도,제주,3인 이상 여행(가족 외),7,3,6,summer,3,h001254,5,차분템포 자연수집 패밀리
여,40,2,4,4,3,2,서울특별시,제주,부모 동반 여행,2,4,6,summer,4,h000716,7,패밀리 무드 ON 스탠다드러
여,30,2,4,2,3,1,서울특별시,제주,3대 동반 여행(친척 포함),9,11,6,summer,4,h000630,0,자연에 진심인 힐링패밀리
남,20,1,2,5,3,7,서울특별시,제주,나홀로 여행,4,0,6,summer,3,h001325,4,느슨하게 떠나는 듀오 무드러
여,40,2,3,8,2,1,경기도,제주,나홀로 여행,2,0,6,summer,4,h001471,5,차분템포 자연수집 패밀리
여,40,1,4,4,1,3,서울특별시,제주,3인 이상 여행(가족 외),3,2,6,summer,3,h000874,4,느슨하게 떠나는 듀오 무드러
여,30,1,13,6,1,1,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,4,h001309,4,느슨하게 떠나는 듀오 무드러
여,30,1,2,4,1,2,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,5,h002163,4,느슨하게 떠나는 듀오 무드러
여,20,1,4,1,3,3,광주광역시,제주,나홀로 여행,1,0,6,summer,4,h001081,6,뉴트럴바이브 듀오 스테이러
남,20,1,3,4,1,6,대구광역시,제주,3인 이상 여행(가족 외),1,3,6,summer,3,h000181,7,패밀리 무드 ON 스탠다드러
